order_id,account_id,bank_to,account_to,amount,reason_id
31131,1185,KL,67108410,2581,1
31132,1185,ST,46177363,249,1
31133,1187,WX,56067287,2288,1
31134,1188,KL,60496938,4421,1
31135,1189,GH,69967859,1944,1
31136,1189,GH,59060120,344,5
31137,1190,KL,18257963,8249,1
31142,1193,KL,465041,7334,1
31143,1194,WX,70871931,3171,1
31144,1195,IJ,70545512,1890,1
31145,1195,IJ,17328250,453,1
31146,1196,GH,66254877,12445,1
31147,1197,ST,79359864,2582,1
31148,1199,IJ,97586124,1948,1
31149,1199,UV,49255633,762,5
31150,1200,KL,65062272,3743,1
31151,1200,EF,63795244,525,5
31152,1200,EF,13788360,3156,2
31153,1201,CD,73948222,5873,1
31154,1201,OP,53580081,1836,5
31159,1203,EF,84286474,465,1
31160,1203,UV,74031829,3232,5
31161,1203,AB,89206337,118,2
31162,1203,EF,31680542,346,5
31163,1204,WX,46599167,2154,1
31164,1204,MN,21313643,4992,5
31165,1205,YZ,8382422,2989,1
31166,1206,KL,50189578,3279,1
31167,1207,ST,70412289,9252,1
31168,1207,YZ,3589851,1110,3
31169,1208,ST,82192122,4426,1
31170,1208,IJ,36384171,2126,5
31171,1209,AB,9581202,3568,1
31172,1211,QR,57585883,3073,1
31173,1211,KL,33158874,890,5
31174,1211,OP,16959125,372,2
31175,1212,CD,49310952,2805,1
31176,1213,AB,19831466,2984,1
31177,1214,EF,29751098,4469,1
31178,1215,QR,60905134,2508,1
31179,1216,OP,9067219,2349,1
31180,1217,AB,9696394,151,1
31181,1217,YZ,58911669,1956,5
31182,1218,IJ,27704996,3213.4,3
31183,1219,IJ,86177932,3986,1
31184,1220,CD,48306894,2770,1
31185,1221,QR,20722085,3213.4,3
31186,1222,WX,91109859,1727,1
31187,1223,WX,7625335,1398,1
31188,1223,CD,87986993,4963,5
31194,1226,CD,52769649,3826,1
31195,1227,YZ,31759178,5511,1
31196,1227,GH,57943856,101,5
31197,1227,MN,14547312,980,2
31198,1227,YZ,39771598,2344,5
31199,1228,AB,34928244,1980,1
31200,1229,UV,85866784,5505,1
31201,1230,IJ,91985517,3213.4,3
31202,1231,GH,5624753,3485,1
31203,1231,IJ,9577274,665,3
31204,1233,GH,76341795,2260,1
31205,1234,WX,71036088,2236,1
31206,1235,QR,36736953,1843,1
31207,1235,GH,56642502,1049,1
31208,1238,IJ,28000951,2256,1
31209,1239,KL,83388852,3744,1
31210,1240,MN,14062285,4353,1
31211,1241,EF,97685855,1368,1
31212,1241,IJ,21271294,2201,5
31213,1241,WX,87002157,227,2
31214,1242,CD,11588836,5355.7,4
31215,1242,GH,12355560,4910,1
31216,1242,AB,62675297,3674,5
31217,1242,OP,25744539,422,2
31218,1242,UV,13214141,38,5
31219,1244,EF,22533941,903,1
31220,1244,IJ,81744551,2122,5
31221,1244,WX,97042274,406,2
31222,1244,QR,49724513,54,5
31223,1244,AB,67696446,748,4
31224,1245,IJ,42008179,3611,1
31225,1246,AB,34252166,3239,1
31226,1247,YZ,9652227,2077,4
31227,1248,AB,25126809,3176,1
31228,1249,ST,91224199,704,1
31229,1249,GH,65504103,392,5
31230,1249,QR,4520500,1361,2
31231,1250,GH,21845096,3805.2,4
31232,1250,YZ,14470041,61,1
31233,1250,IJ,49418222,10069,5
31234,1251,UV,78350180,7870,1
31235,1252,UV,84370898,4114.7,4
31236,1253,OP,64931833,3865,1
31237,1253,WX,10639518,5330,5
31238,1255,GH,13613921,4598,4
31239,1256,AB,72944313,1178,1
31240,1256,ST,69528400,5450,5
31241,1256,IJ,9768981,1974,4
31242,1257,CD,16047442,4387,1
31243,1258,AB,56178200,759,1
31244,1258,OP,77309888,1174,5
31245,1259,IJ,29708302,724,1
31246,1259,MN,46119725,2108,5
31247,1259,EF,47106474,464,2
31248,1259,WX,87490993,1429,4
31249,1260,QR,76420205,6594,1
31250,1261,CD,48037660,9222,1
31251,1262,EF,16308558,2821,1
31252,1264,YZ,35251403,6605,1
31253,1265,QR,2120972,1870,1
31254,1266,MN,3816020,9291,1
31255,1267,GH,53632640,2271,1
31256,1267,YZ,92731403,867,5
31257,1267,OP,38344526,21,2
31258,1267,QR,69378167,1672,5
31259,1268,ST,70287799,2220,1
31260,1269,CD,70135479,6840,1
31261,1269,EF,78545605,599,5
31262,1270,AB,27904290,2077.3,4
31263,1270,WX,88882463,4162,1
31264,1271,EF,44934696,4128,1
31265,1272,IJ,75666576,1246.4,3
31266,1273,IJ,25406718,3863,1
31267,1275,IJ,30025339,1903,1
31268,1276,OP,19942432,3839,1
31269,1276,YZ,87970047,508,5
31270,1276,AB,23086488,169,2
31271,1277,OP,2533764,3175,1
31276,1279,QR,61846792,3587,1
31277,1280,EF,39353507,2491,1
31282,1284,AB,29951918,4375.5,4
31283,1285,YZ,21816671,7213,1
31284,1286,IJ,38014668,8500,1
31285,1287,EF,52661430,2623,1
31286,1287,UV,28742987,6619,5
31287,1287,CD,8041507,525,2
31288,1288,IJ,87367409,2948,1
31289,1289,OP,91892945,6950,1
31291,1291,OP,71369182,1333,1
31292,1291,IJ,15883821,335,1
31293,1292,MN,61391454,1653,1
31294,1292,UV,43192416,1457,5
31295,1292,KL,75588404,221,2
31296,1293,MN,91569077,3484,1
31297,1294,ST,59882163,1404,1
31298,1294,UV,31563121,2177,5
31299,1295,UV,74620097,3282,1
31300,1296,GH,57227110,1607,1
31301,1297,IJ,23392784,2878,1
31302,1297,UV,17594236,3311,5
31303,1298,MN,11863774,5822,1
31304,1299,CD,17364889,317,1
31305,1299,GH,4791987,2291,5
31308,1302,UV,38729328,3924,1
31309,1303,IJ,57378178,3601,1
31310,1304,CD,84192180,2368.9,3
31311,1306,YZ,36806219,5023,1
31312,1306,IJ,20391887,942,5
31313,1306,EF,58231496,1888,2
31314,1307,OP,88894867,3297,1
31315,1308,CD,27181756,3206,1
31316,1309,AB,95435869,2600,3
31317,1309,YZ,27833730,10199,1
31318,1311,UV,53567492,9327,1
31319,1312,ST,56866002,1690,1
31320,1314,IJ,52970862,6889,1
31321,1315,YZ,869143,2813,1
31322,1315,QR,62296283,299,5
31323,1315,MN,4333562,3160,2
31324,1316,KL,70345508,1130,1
31325,1316,WX,87733494,619,5
31326,1316,EF,61034697,233,2
31327,1317,YZ,54353141,3493,1
31328,1318,ST,77757256,5154,4
31329,1318,AB,10788429,8677,1
31330,1318,AB,50830727,1762,5
31331,1318,MN,13490295,2015,2
31332,1318,AB,44717049,744,5
31333,1319,IJ,20581275,6185,1
31334,1319,YZ,35347509,884,5
31335,1319,EF,91518568,1362,2
31336,1320,EF,72762423,4377,1
31337,1320,MN,96369796,907,5
31338,1320,ST,17258435,149,2
31339,1320,KL,99194561,80,5
31340,1321,EF,33750575,2683,1
31341,1321,CD,3041947,636,3
31342,1322,ST,3167045,1485,1
31343,1322,OP,6584710,1431,1
31344,1323,OP,80685257,9720,1
31345,1324,ST,6513697,2741,1
31346,1324,GH,7442152,680,5
31347,1325,QR,62716066,362,1
31348,1325,UV,37066787,1766,5
31349,1326,YZ,57284325,96,1
31350,1326,QR,42594999,786,5
31351,1326,ST,57544726,1207,2
31352,1326,QR,85305046,954,5
31353,1328,AB,49398750,3249.8,3
31354,1329,UV,31472492,1960.2,4
31355,1329,QR,69419830,3368,1
31356,1329,AB,48227208,5081,5
31358,1331,YZ,74847352,1096,1
31359,1331,EF,79824220,3320,5
31360,1332,MN,12752318,4755,1
31361,1333,MN,53933286,6508,1
31362,1335,QR,86276912,5367,1
31363,1335,MN,66854125,1044,5
31364,1336,CD,63792580,9426,1
31365,1337,WX,46227514,3264,1
31366,1338,CD,87075221,4545,1
31367,1338,OP,42143994,897,5
31368,1338,IJ,85222345,157,2
31369,1340,KL,25240075,818,1
31370,1340,CD,67103540,472,5
31371,1340,GH,64112800,1120,2
31372,1341,MN,57686775,2098,1
31373,1342,YZ,42622768,1079,3
31374,1342,EF,75854611,2517,1
31375,1342,ST,45400208,1011,5
31376,1342,YZ,30762762,3665,2
31380,1345,ST,37129354,3294,1
31381,1345,AB,89492493,848,5
31382,1346,WX,66261118,1592,1
31383,1346,AB,56407761,475,5
31384,1347,ST,98295950,2066,1
31385,1348,CD,53150421,5025,1
31386,1348,ST,8676511,17,5
31387,1348,UV,14109647,492,2
31388,1349,QR,14006042,2292,1
31389,1349,OP,96585589,1521,1
31390,1350,OP,97355442,1079,3
31391,1350,MN,23763126,6875,1
31392,1350,QR,96030205,3493,5
31393,1351,QR,55786406,2227,1
31394,1352,GH,58356165,2976,1
31395,1352,WX,39692401,3445,5
31396,1352,EF,54978299,370,2
31397,1352,EF,98708682,213,5
31398,1353,QR,64405166,651,1
31399,1353,QR,98736470,6646,5
31400,1354,QR,24313408,3080,1
31401,1355,WX,64249014,3606,1
31402,1357,EF,34856063,2290,1
31403,1358,GH,97084825,2980,1
31404,1361,AB,67573106,6195,1
31405,1363,QR,46678805,5046,1
31406,1363,KL,28982448,1517,5
31407,1363,MN,35128331,82,2
31408,1363,OP,19618755,243,5
31411,1365,OP,53364294,2314,1
31412,1366,GH,26513684,4773,1
31413,1366,ST,24074399,310,5
31414,1366,UV,48775595,1,2
31415,1367,MN,3021765,3872,1
31416,1367,ST,41883254,193,5
31417,1367,QR,58902168,717,2
31418,1367,UV,69351130,431,5
31419,1368,CD,10035527,4439,1
31420,1369,AB,25008797,6005,1
31421,1369,KL,43920379,1738,5
31422,1370,WX,50552004,1852,1
31423,1371,QR,48874825,3074,1
31424,1373,MN,6348324,1628,1
31425,1373,CD,9301025,346,5
31426,1374,WX,38325822,8107.3,4
31427,1375,CD,90090238,5930,1
31428,1375,MN,47862768,1889,4
31429,1376,QR,86161052,2731,1
31430,1377,QR,94826453,2272,1
31431,1378,QR,81520026,2953,1
31432,1378,EF,29417294,1347,5
31433,1378,OP,12318605,693,2
31434,1378,AB,95008945,881,5
31435,1379,AB,47752141,6953,1
31436,1380,KL,34163099,8829,1
31437,1380,CD,91279375,1100,5
31438,1380,QR,88771873,1200,3
31439,1381,ST,30807364,2705,1
31440,1382,IJ,22867429,2059,1
31441,1383,GH,38012504,2173,1
31442,1385,QR,75899833,9834,1
31447,1389,IJ,18867123,5227.7,4
31448,1389,WX,71177351,6376,1
31449,1390,AB,35191500,1011,1
31450,1390,EF,43511337,6147,5
31451,1391,QR,42852616,3053,1
31452,1392,EF,64765941,3081,1
31453,1392,ST,15265077,4216,5
31454,1393,IJ,81478815,5254,1
31455,1394,YZ,28259659,1454,1
31456,1394,ST,14472324,646,1
31457,1395,ST,54942530,3432,1
31458,1396,AB,60094183,14707,1
31459,1397,MN,51145178,8319,1
31460,1399,IJ,36796647,5427,1
31461,1399,WX,32165342,13,5
31462,1399,YZ,87596064,29,2
31463,1399,KL,64385211,345,5
31468,1401,IJ,35891682,2463,1
31469,1402,ST,2188045,2073,1
31470,1402,IJ,79063850,2221,5
31471,1402,IJ,52195531,471,2
31472,1402,EF,12338292,374,5
31473,1403,ST,50271129,9120,1
31474,1404,IJ,6610733,2121,3
31475,1404,UV,64530676,6306,1
31476,1404,CD,76187407,123,5
31477,1404,WX,45402222,53,2
31478,1404,IJ,96404462,483,5
31479,1405,GH,27032226,2229,1
31480,1405,ST,63219690,158,5
31481,1406,EF,24323117,2302,1
31482,1406,CD,43622702,458,1
31483,1407,UV,51198023,5227.7,4
31484,1407,ST,30396717,14882,1
31487,1410,KL,63791805,3816,1
31488,1411,CD,50814467,5174,1
31489,1412,OP,20603227,936,1
31490,1412,MN,65591120,1773,5
31491,1412,ST,86234765,1110,2
31492,1413,GH,68355953,2016,1
31493,1413,AB,67985760,3477,5
31494,1413,ST,30746954,620,2
31495,1414,AB,31974488,1920,1
31496,1414,MN,8757979,5397,5
31497,1414,YZ,13936388,1817,2
31500,1416,GH,1996410,3688,3
31501,1417,QR,84443246,7394,1
31502,1418,OP,96634888,6759,1
31503,1419,QR,61356300,3305,1
31504,1420,QR,22850889,1794,1
31505,1422,UV,24991828,2655,1
31506,1423,WX,64437407,2394,1
31507,1423,IJ,50862812,1213,5
31508,1424,YZ,45458507,6224,1
31509,1425,MN,22342765,4069,1
31510,1426,GH,15124905,2681,1
31511,1427,AB,54532253,6046,1
31513,1429,EF,8150911,2166,1
31514,1430,CD,90607785,4127,4
31515,1432,CD,68369197,3267.2,3
31516,1432,IJ,80977028,13590,1
31518,1434,QR,81822454,3214,1
31519,1435,WX,87787443,7949,1
31520,1436,QR,96351390,3104,1
31521,1437,ST,58229595,1753,1
31522,1437,OP,22823983,314,5
31523,1437,AB,52723318,65,2
31524,1437,GH,27458155,29,5
31525,1439,MN,79379254,2122,1
31526,1440,ST,85377597,56,1
31527,1440,IJ,63291668,2020,5
31528,1440,IJ,66044574,56,2
31529,1441,IJ,27838117,2425,1
31530,1442,QR,70648139,5950,1
31531,1443,UV,43636268,7505,1
31532,1444,YZ,56467163,2024,1
31533,1445,YZ,18387353,1361,1
31534,1445,AB,68283045,668,5
31535,1445,EF,22041118,1075,2
31536,1445,IJ,82043331,1420,5
31537,1446,GH,83373719,4877,1
31538,1447,YZ,1155138,2084.7,4
31539,1447,OP,54932880,8210,1
31540,1448,CD,82941960,7156,4
31541,1449,KL,82136630,2820,1
31542,1449,UV,17508918,320,5
31543,1450,UV,804383,3103,1
31544,1451,UV,44489443,3734,1
31545,1453,OP,2968991,1250.8,3
31546,1453,ST,62248831,6820,1
31547,1456,CD,25505447,1250.8,3
31553,1458,ST,80573415,3259,1
31554,1459,EF,28272974,1542,1
31555,1459,OP,25038093,582,5
31556,1460,UV,8283299,3417,1
31557,1461,MN,76424008,4217.1,3
31558,1461,EF,52034497,8705,1
31560,1463,QR,31343501,719,1
31561,1463,YZ,71522283,1505,5
31562,1465,WX,32052809,1904,1
31563,1465,CD,77944719,218,5
31564,1466,ST,82133537,10056,1
31565,1467,QR,10475975,6814,1
31566,1468,AB,25955593,439,1
31567,1468,IJ,53378862,1710,5
31568,1469,EF,97405832,3574,1
31569,1470,AB,72926729,4060,1
31570,1471,CD,85543155,7823,1
31571,1471,YZ,17326855,12,5
31572,1471,MN,59438282,176,2
31573,1472,MN,39937996,3527,1
31574,1472,OP,3332001,2375,5
31575,1473,QR,28500956,1984,1
31576,1474,IJ,16386759,2695,1
31577,1476,YZ,33632028,3467,1
31578,1477,OP,39149236,2100,1
31579,1478,KL,82071739,11931,1
31580,1479,QR,35573202,2162,1
31581,1480,WX,70736652,3425.2,4
31582,1481,EF,82271873,2065,1
31583,1482,KL,43270033,2687,1
31584,1482,KL,10367054,1766,5
31585,1482,GH,84175443,335,2
31586,1483,YZ,92452376,1962,1
31587,1483,AB,39453744,2701,5
31588,1484,GH,82517391,2346,1
31589,1484,IJ,29707634,794,1
31590,1485,MN,47115165,336,1
31591,1485,EF,43014037,5949,5
31592,1485,OP,33874970,1018,3
31593,1486,KL,50455820,3592,1
31594,1486,KL,1473415,2291,5
31595,1486,MN,12761944,2235,2
31596,1487,KL,70317125,2204,1
31597,1488,WX,69482773,5850,1
31598,1488,CD,64393782,230,5
31601,1490,CD,39819097,1657.7,3
31602,1491,OP,94478863,6966,1
31603,1492,KL,60810822,1546,1
31604,1493,EF,95543610,2264,1
31605,1493,GH,85806101,51,1
31606,1495,IJ,9478509,3059,1
31607,1495,MN,97259157,670,5
31608,1496,AB,4760909,6931,1
31609,1496,GH,36367225,161,5
31610,1496,AB,44200831,33,2
31611,1497,WX,59296756,261,1
31612,1497,YZ,74438202,5463,5
31613,1498,ST,26674098,2762.8,4
31614,1499,EF,54662084,3666,1
31615,1500,GH,4727745,4119,1
31616,1501,OP,40921163,2292,1
31617,1502,IJ,11066508,7338,1
31618,1503,OP,11958569,3171,1
31619,1504,UV,29212069,619,1
31620,1504,WX,69836336,4887,5
31621,1506,UV,28518402,9498,4
31622,1507,ST,156510,6619,1
31623,1508,OP,10600459,1657.7,3
31624,1508,UV,9055811,8967,1
31625,1509,EF,43322950,4943,1
31626,1509,QR,20525896,2320,5
31627,1510,OP,82537191,9985,1
31628,1511,OP,43543106,1657.7,3
31629,1512,YZ,42362171,8822,1
31630,1513,AB,52238965,1632,1
31631,1513,QR,85800695,3912,5
31632,1513,OP,59476637,1316,2
31633,1513,GH,65290647,689,5
31634,1514,ST,47490662,1547,1
31635,1514,WX,89040159,2234,1
31636,1515,IJ,74637114,1538,1
31637,1515,CD,84623413,774,5
31638,1515,QR,23320967,2907,2
31639,1516,YZ,87859165,2277,1
31640,1517,ST,15521866,2601,1
31641,1519,UV,68640708,3443,1
31642,1520,YZ,12391865,2943,1
31643,1521,GH,37432712,3024,1
31644,1523,CD,15318,1684,1
31645,1523,IJ,13058364,9843,5
31646,1524,WX,26553452,2705,1
31647,1525,QR,24106085,1625,1
31648,1526,QR,69354104,4433,1
31649,1527,EF,27702808,4557.2,4
31651,1528,QR,58779168,3981,4
31652,1529,MN,66372424,1059,1
31653,1529,YZ,86592346,1463,5
31654,1529,QR,57476818,77,2
31655,1530,WX,24157417,3700,1
31658,1532,AB,67652118,7903,1
31661,1534,EF,3089267,7451,1
31662,1534,ST,36498439,2155,5
31663,1535,UV,60955130,2757,1
31664,1536,ST,11303443,13204,1
31665,1538,IJ,9744745,10288,1
31668,1540,IJ,33179605,4540,1
31669,1540,UV,76470201,3057,5
31670,1540,UV,64628779,1164,3
31671,1542,CD,9322101,2655,1
31672,1544,IJ,71562015,9526,1
31673,1544,ST,7747644,189,5
31674,1545,KL,98522644,2625,1
31675,1545,MN,5408674,1112,5
31676,1546,UV,49245339,4173,1
31677,1548,MN,36616581,2106,1
31678,1549,OP,11773330,4052,1
31679,1550,ST,90144109,4708,1
31680,1551,AB,436425,747,1
31681,1551,CD,74171310,2316,1
31682,1552,MN,57056182,5263,1
31683,1552,WX,17611515,1021,3
31684,1554,OP,93773585,6551,1
31685,1555,QR,32593053,3263,1
31686,1556,QR,42585212,1837,1
31687,1557,EF,82259255,2253,1
31688,1558,IJ,10707974,1148,1
31689,1558,ST,33069950,2899,5
31690,1558,UV,65272307,1384,3
31691,1559,KL,31869977,8004,1
31692,1560,YZ,49192738,3332,1
31693,1560,CD,89837598,244,5
31694,1560,UV,97033959,437,2
31695,1560,OP,34151840,1137,3
31696,1561,CD,91776167,1924,1
31697,1561,WX,32302445,51,1
31698,1562,EF,14241010,1933,1
31699,1565,AB,92115938,610,1
31700,1565,AB,37661731,2095,5
31701,1565,OP,85872715,383,2
31702,1566,WX,11077720,4375,1
31703,1566,WX,15924412,1164,5
31704,1566,YZ,98447876,1622,2
31705,1566,OP,12450731,948,5
31706,1567,UV,14090234,480,1
31707,1567,CD,53102117,6000,5
31708,1567,EF,34027445,3455,2
31709,1568,WX,7532716,4399,1
31710,1568,WX,99360131,49,5
31711,1568,YZ,14241963,1028,2
31712,1568,UV,54462337,1627,3
31717,1570,UV,20745683,2865,1
31718,1571,AB,54680818,7692,1
31719,1572,EF,46670591,7596,1
31720,1573,IJ,19240260,3638,1
31721,1574,GH,16211796,2390,1
31722,1575,CD,10936338,2998,1
31723,1576,WX,88001566,11816,1
31724,1577,KL,69888543,1282,1
31725,1577,KL,58483004,988,5
31726,1577,QR,87333589,290,2
31727,1578,UV,44909232,1825,1
31728,1579,CD,79833501,3377,1
31729,1580,UV,11339313,8094.2,4
31730,1581,AB,55002999,5758,1
31731,1582,CD,24857425,1917,1
31732,1583,QR,49376446,8094.2,4
31733,1584,ST,97312646,1983,1
31734,1586,EF,95375972,5504,1
31735,1588,KL,66344201,2443,1
31736,1590,ST,5941856,5847,1
31737,1590,WX,79533683,1025,5
31738,1590,ST,99553811,551,2
31739,1590,GH,23429125,127,5
31740,1591,AB,70031231,7680,1
31741,1591,AB,57081830,26,5
31742,1591,AB,34176314,153,2
31743,1592,QR,4900444,224,1
31744,1592,GH,84782951,1613,1
31745,1593,MN,35590773,2086,1
31746,1594,WX,15203357,4577,1
31747,1594,AB,37283611,1596,5
31748,1594,CD,79126387,54,2
31752,1596,KL,29656684,1306,1
31753,1596,OP,20661324,1997,1
31754,1597,GH,13610762,2376,1
31755,1598,CD,36073070,5438,1
31756,1598,WX,12520486,7384,5
31757,1599,OP,68704247,1337,1
31758,1599,WX,99690108,4004,5
31759,1600,YZ,78760194,3234,1
31760,1601,AB,43843287,2694,1
31761,1602,GH,6762600,2033,1
31762,1603,WX,92258166,2359,1
31763,1603,MN,3211814,1187,5
31764,1603,CD,6821167,6578,4
31765,1604,CD,90369587,7088,1
31766,1605,EF,28789526,3353,1
31767,1607,GH,89174168,9958,1
31768,1608,AB,7212549,3425,1
31769,1609,KL,83359962,2017,1
31770,1610,UV,10384375,6258,1
31771,1611,UV,84055351,403,1
31772,1611,IJ,54032,3403,5
31773,1613,GH,46822315,3628,1
31774,1614,CD,41090893,5763,1
31775,1615,QR,27684122,3124,1
31776,1616,AB,24604940,2642,1
31777,1617,AB,40236705,1536,1
31778,1618,EF,1680028,2265,1
31779,1619,ST,53959548,3220,1
31780,1620,ST,23482644,1931,1
31781,1621,UV,69087219,7887,1
31782,1622,KL,22068381,2357,1
31783,1622,IJ,83712011,1028,5
31784,1623,UV,2717727,9160,1
31785,1624,CD,17034912,1017,1
31786,1624,GH,31993609,1120,1
31787,1625,GH,44850212,185,1
31788,1625,GH,10578328,1727,5
31789,1625,CD,51059633,679,2
31790,1625,EF,45131552,1522,5
31791,1628,AB,57004982,2850,1
31792,1629,WX,6837058,3137,1
31793,1630,WX,99400460,3595,1
31794,1631,ST,78712355,2743,1
31795,1632,OP,65521752,1977.6,3
31796,1633,CD,27727192,2145,1
31797,1635,EF,72468793,5683,1
31798,1636,ST,93399142,4964,1
31799,1637,KL,47292917,774,1
31800,1637,GH,10736680,2569,1
31801,1638,AB,8848363,2676,4
31802,1638,QR,57185012,9749,1
31806,1640,UV,42289441,4783,1
31807,1641,UV,82829361,1977.6,3
31808,1641,ST,5037063,7532,1
31809,1641,MN,57866871,1294,5
31810,1641,QR,14463842,423,2
31811,1642,UV,27920514,3597,1
31816,1644,EF,89781009,2534,1
31817,1644,IJ,76071583,1022,5
31818,1644,GH,66140669,17,2
31819,1645,EF,64568751,9078,1
31820,1646,ST,80997341,6521,1
31821,1646,QR,99677460,1651,5
31822,1647,OP,55010729,2412,1
31823,1647,GH,78795104,1199,5
31824,1647,YZ,39877331,12,2
31825,1650,IJ,90931999,3649,1
31826,1650,OP,60317361,9100,5
31827,1651,IJ,71805852,1581.7,3
31828,1652,WX,88888269,3422,1
31829,1653,EF,37755870,4656,1
31830,1655,IJ,20809352,4277,1
31831,1655,GH,90691631,3827,5
31832,1656,IJ,73249953,3954.3,4
31833,1656,YZ,10182565,12113,1
31834,1657,OP,7076365,2156,1
31835,1658,UV,35897404,1950,1
31836,1658,AB,35908234,172,5
31837,1659,QR,20080882,2806,1
31838,1660,OP,50701344,2372.6,3
31843,1662,UV,28918445,9626,1
31844,1663,QR,95733749,2220,1
31845,1663,IJ,38020986,420,1
31846,1664,UV,6438845,5454,1
31847,1665,EF,15931928,1578,1
31848,1666,AB,31104207,2164,1
31849,1668,IJ,84733837,3275,1
31850,1669,UV,35302007,5562,1
31851,1670,WX,84970950,1242,1
31852,1670,QR,66763526,1312,1
31853,1671,AB,10778803,2507,1
31854,1671,YZ,17247677,502,1
31855,1672,ST,9213483,3898,1
31856,1673,AB,20515662,2447,1
31857,1674,WX,74642348,3804,1
31858,1675,GH,17588830,2125,1
31861,1677,IJ,52726864,5530,1
31862,1678,IJ,72718292,2952,1
31863,1678,OP,54732525,1778,5
31864,1679,ST,49590080,5087,1
31865,1680,QR,16704351,5955,1
31866,1681,UV,8172750,8550,1
31867,1681,AB,76300596,6,5
31868,1681,YZ,66121870,1032,2
31869,1683,WX,63649123,1342,1
31870,1683,UV,73280399,3239,5
31871,1683,MN,25822711,345,2
31872,1684,GH,35036838,2123,3
31873,1685,ST,17528325,7968,1
31874,1686,UV,27540904,1532,1
31875,1686,YZ,74546420,1225,5
31877,1688,OP,80142312,2249,1
31878,1689,MN,89019840,2128,1
31879,1690,YZ,11582345,3311,1
31880,1691,EF,22764325,720,1
31881,1691,QR,60282856,1214,5
31884,1693,WX,14131403,2482,3
31885,1693,AB,38757246,11276,1
31886,1695,AB,53282368,14658,1
31887,1696,QR,41205018,2159,1
31888,1697,QR,38106852,408,1
31889,1697,AB,30674797,1778,5
31890,1697,CD,36977207,35,2
31891,1698,UV,6397009,9642,1
31892,1698,CD,30528074,3943,4
31893,1699,IJ,62475007,3463,1
31894,1699,EF,2504826,19,1
31895,1700,AB,93968033,6765,1
31896,1701,ST,90327703,4425.3,3
31897,1701,MN,99692040,7571,1
31898,1702,QR,43392902,4689,1
31899,1703,CD,73302203,3554,1
31900,1704,KL,36175376,3285,1
31901,1705,KL,33791291,5502,1
31902,1706,QR,67938715,2058,1
31903,1707,YZ,25559365,1196.9,3
31904,1707,KL,16216141,7830,1
31905,1708,IJ,89942037,4519,1
31906,1708,WX,62805408,3339,5
31907,1709,MN,20695013,3227,1
31908,1710,ST,17466086,2071,1
31909,1711,KL,38527757,183,1
31910,1711,KL,75510221,188,5
31911,1711,CD,58891451,2158,2
31912,1712,WX,3848445,1626,1
31913,1714,MN,79335272,3028,1
31914,1716,OP,39169329,3575,1
31915,1716,ST,972009,1032,5
31916,1717,ST,11458802,2500,1
31917,1718,CD,9266335,7178,4
31918,1718,AB,69613939,14456,1
31919,1719,UV,80013709,2768,1
31920,1722,EF,3686994,4472,1
31921,1723,AB,25436383,1092,1
31922,1723,YZ,10030848,3904,5
31923,1723,GH,36498862,4676,2
31924,1723,ST,47622954,8,5
31925,1724,QR,97682117,1604,1
31926,1726,AB,99886172,4438,1
31927,1726,OP,61997002,2082,5
31928,1726,EF,89946835,74,2
31929,1726,UV,65941238,115,5
31930,1727,QR,62198191,1794,1
31931,1727,EF,22698265,1093,5
31932,1727,ST,4687321,3723,2
31933,1728,OP,84701668,4954,1
31934,1729,YZ,10198331,6554,1
31935,1730,WX,42885518,1978,1
31936,1731,QR,29816907,2631,1
31937,1732,WX,69793838,8050,1
31938,1733,UV,52269470,3126,3
31939,1733,UV,57563334,5808,1
31940,1734,UV,77629792,9431,1
31941,1736,MN,76685434,3666,1
31942,1737,GH,66021996,3103,1
31943,1737,QR,67832314,2329,5
31944,1738,MN,79240321,1998,1
31945,1739,GH,76534843,9979,1
31946,1740,WX,75491714,2713,1
31947,1741,IJ,79026174,2366,1
31948,1742,IJ,12537497,3827,1
31949,1743,EF,61555409,2279,1
31950,1744,KL,26504409,3317,1
31951,1747,MN,87503873,871,1
31952,1747,MN,40159267,1118,5
31956,1749,AB,64197915,4560.8,3
31957,1749,MN,42665183,9678,1
31958,1750,MN,37446361,4028,1
31959,1750,OP,16547310,5517,5
31964,1756,GH,88401656,6307,1
31965,1758,IJ,45051741,9384,1
31966,1758,ST,56174659,355,5
31967,1759,EF,39091742,1856,1
31968,1759,WX,8029026,1866,5
31969,1760,GH,58458250,1458,1
31970,1760,WX,63081288,251,1
31971,1761,AB,93704944,3048,1
31972,1761,EF,69640517,3407,5
31973,1761,ST,75990485,294,2
31974,1762,CD,73894780,853,1
31975,1762,QR,49858301,3352,5
31976,1762,MN,87955689,1972,2
31977,1762,QR,76073628,6893,4
31978,1763,UV,70918726,1146,1
31979,1763,QR,52545648,5539,5
31980,1764,CD,31592887,5270,1
31981,1765,EF,89295994,2011,1
31982,1766,KL,85209738,4353,1
31983,1766,EF,6482232,43,5
31984,1766,YZ,88636147,49,2
31985,1766,OP,41643542,2390,5
31986,1766,CD,41536575,501,4
31987,1767,ST,54714965,2266,1
31988,1767,KL,65165352,1523,5
31989,1767,IJ,83130889,1040,2
31990,1770,EF,27800739,8351,1
31991,1771,GH,38500511,3052,1
31992,1772,WX,51707452,5633,4
31993,1772,IJ,88971179,11994,1
